region,founder,university,admission_type,college,department,quota,applicants,rate
충남,사립,백석대학교,정원내 모집 학생부 교과 사회기여자 및 배려대상자,,보건학부 작업치료학과,10,13,1.3
충남,사립,백석대학교,정원내 모집 학생부 교과 지역인재(일반),,관광학부,10,13,1.3
충남,사립,백석대학교,정원외 모집 학생부 교과 기초생활수급자 및 차상위계층,,관광학부,10,13,1.3
충북,사립,극동대학교,정원 외 학생부교과 농어촌학생전형(정원 외),,간호학과,10,13,1.3
충북,사립,우석대학교(진천),학생부교과_교과면접,체육대학,태권도학과(전주) [교직],10,13,1.3
충북,사립,우석대학교(진천),학생부교과_교과면접,휴먼테크 융합대학,아동사회복지학부(전주),10,13,1.3
충북,사립,청주대학교,정원내 교과인재전형 [교과100%],공과대학,"시스템반도체공학과 / 국내 최초 반도체공학과의 저력! 130평 반도체공정·설계실습 인프라, 2029년까지 최대150억 국비지원, 실무형 인재양성, 반도체기업 취업까지 연결",10,13,1.3
대전,국립,국립한밭대학교,실기(일반)전형,,산업디자인학과,36,47,1.31
경기,사립,을지대학교(성남의정부),논술우수자,,인문사회계열학부,35,46,1.31
서울,사립,이화여자대학교,학생부종합(미래인재전형-서류형),사회과학대학,커뮤니케이션·미디어학부,35,46,1.31
대전,사립,을지대학교(대전),논술우수자,,인문사회계열학부,35,46,1.31
충북,사립,극동대학교,정원 내 학생부교과 교과우수자전형,,해킹보안학과,26,34,1.31
경기,국립,한경국립대학교,학생부종합(잠재력우수자_안성)_정원내,,토목공학과,16,21,1.31
경기,사립,한국공학대학교,학생부종합(창의인재),,전자공학부 전자공학전공,16,21,1.31
서울,사립,상명대학교(서울),정원 내 학생부교과(고교추천전형),,경영학부,16,21,1.31
경기,사립,안양대학교(안양),학생부교과(아리학생부교과),,해양바이오공학과,13,17,1.31
인천,사립,안양대학교(강화),학생부교과(아리학생부교과),,해양바이오공학과,13,17,1.31
대전,사립,대전대학교,"교과면접전형 [1단계:교과/출석 100%, 2단계:교과/출석 60% + 면접 40%]",사회과학대학,사회복지학과,13,17,1.31
충남,사립,한국기술교육대학교,창의인재(서류형),,AI·소프트웨어전공,13,17,1.31
충북,사립,청주대학교,정원내 일반전형 [교과100%],인문사회대학,"법학과 / 60년의 설립 역사! 졸업생 다수 전국의 법무법인 취업 및 근무, 변호사 배출, 공기업 취업 유리 학과",13,17,1.31
경기,사립,대진대학교,학생부교과(학생부우수자전형) - 교과70% + 면접30%,상생교양대학,자율전공학부,50,66,1.32
세종,사립,홍익대학교(세종),학교생활우수자전형,,세종캠퍼스자율전공(자연·예능),37,49,1.32
대전,사립,목원대학교,"교과전형 경쟁률 현황 교과100 [면접없음, 수능최저없음]",사범대학,국어교육과 [교직],31,41,1.32
경기,사립,강남대학교,[정원내]논술위주(논술전형),인문사회계,복지융합대학,28,37,1.32
경기,사립,수원대학교,실기우수자전형,음악테크놀로지대학,관현악과,25,33,1.32
충남,사립,호서대학교,- 정원내 학생부교과 면접전형,,게임소프트웨어학과,25,33,1.32
충남,사립,순천향대학교,[정원내] 학생부교과(교과우수자전형),글로벌경영대학,국제통상학과,19,25,1.32
세종,사립,홍익대학교(세종),미술우수자전형,조형대학,디자인컨버전스학부,100,133,1.33
충남,사립,호서대학교,- 정원내 학생부교과 학생부전형,,안전공학과,36,48,1.33
경기,사립,가천대학교(성남),※ 잔여인원은 정시 선발 예정.,자연계열,바이오의료기기학과,24,32,1.33
인천,사립,가천대학교(인천),※ 잔여인원은 정시 선발 예정.,자연계열,바이오의료기기학과,24,32,1.33
충북,사립,세명대학교,일반전형(정원내),예체능,영화웹툰애니메이션학과 [실기 100%],24,32,1.33
대전,국립,충남대학교,일반전형,인문대학,영어영문학과,18,24,1.33
경기,사립,서울신학대학교,[학생부교과]기독교전형,,사범학부 / 기독교교육과 [교직],15,20,1.33
경기,사립,수원대학교,교과논술전형,혁신공과대학,반도체공학과,15,20,1.33
경기,사립,안양대학교(안양),학생부교과(아리학생부교과),,글로벌경영학과,15,20,1.33
인천,사립,안양대학교(강화),학생부교과(아리학생부교과),,글로벌경영학과,15,20,1.33
대전,사립,우송대학교,정원내 학생부 종합 - 종합서류형 전형 (면접X),솔브릿지국제경영대학,솔브릿지경영학부,15,20,1.33
충남,사립,백석대학교,정원내 모집 학생부 교과 사회기여자 및 배려대상자,,경찰학부,15,20,1.33
충북,사립,중원대학교,실기위주 (체육우수인재(생활체육융합전공)),,스포츠과학부,15,20,1.33
서울,사립,광운대학교,학생부종합【광운참빛인재전형Ⅱ-서류형】,,정보융합학부,12,16,1.33
서울,국립,서울과학기술대학교,고교추천전형,기술경영융합대학,MSDE학과,12,16,1.33
서울,국립,서울과학기술대학교,학교생활우수자전형,기술경영융합대학,MSDE학과,12,16,1.33
인천,국립,인천대학교,학생부교과(지역균형),공과대학,기계공학과,12,16,1.33
대전,국립,충남대학교,지역인재전형,창의융합대학,인문사회융합학부 사회과학대학자율전공,12,16,1.33
충북,사립,건국대학교(글로컬),[학생부교과] 교과우수,인문사회융합대학,동화·한국어문화학과,12,16,1.33
충북,국립,충북대학교,학생부종합(학생부종합Ⅱ전형),창의융합대학,자연과학자율전공계열,12,16,1.33
충북,국립,한국교원대학교,학생부종합우수자 일반전형,,유아교육과,12,16,1.33
경기,사립,가톨릭대학교(부천),학생부종합(잠재능력우수자면접전형),,바이오메디컬화학공학과,9,12,1.33
경기,사립,단국대학교(죽전),[학생부종합] DKU인재(서류형) 경쟁률 현황 (천안),,물리학과,9,12,1.33
경기,사립,단국대학교(죽전),[학생부교과] 학생부교과우수자 경쟁률 현황 (천안),,아시아중동학부(일본학전공),9,12,1.33
경기,사립,단국대학교(죽전),[학생부교과] 학생부교과우수자 경쟁률 현황 (천안),,물리학과,9,12,1.33
경기,사립,단국대학교(죽전),[학생부교과] 학생부교과우수자 경쟁률 현황 (천안),,생명공학부(동물생명공학전공),9,12,1.33
경기,사립,명지대학교(용인),학생부교과(교과면접전형),,정치외교학전공,9,12,1.33
경기,사립,서울신학대학교,[학생부교과]교과성적전형,,글로벌비즈니스학부 / 글로벌경영학과,9,12,1.33
경기,사립,아주대학교,고교추천전형,,영어영문학과,9,12,1.33
경기,사립,협성대학교,정원내 [학생부종합]융합인재Ⅱ(면접),인문사회과학대학,사회복지학과,9,12,1.33
서울,사립,가톨릭대학교(서울),학생부종합(잠재능력우수자면접전형),,바이오메디컬화학공학과,9,12,1.33
서울,사립,광운대학교,학생부교과【지역균형 전형】,,화학공학과,9,12,1.33
서울,사립,명지대학교(서울),학생부교과(교과면접전형),,정치외교학전공,9,12,1.33
서울,사립,한양대학교(서울),학생부교과(추천형),생활과학대학,의류학과,9,12,1.33
대전,국립,충남대학교,일반전형,인문대학,중어중문학과*,9,12,1.33
세종,사립,고려대학교(세종),논술(일반전형),문화스포츠대학,국제스포츠학부,9,12,1.33
충남,사립,단국대학교(천안),[학생부종합] DKU인재(서류형) 경쟁률 현황 (천안),,물리학과,9,12,1.33
충남,사립,단국대학교(천안),[학생부교과] 학생부교과우수자 경쟁률 현황 (천안),,아시아중동학부(일본학전공),9,12,1.33
충남,사립,단국대학교(천안),[학생부교과] 학생부교과우수자 경쟁률 현황 (천안),,물리학과,9,12,1.33
충남,사립,단국대학교(천안),[학생부교과] 학생부교과우수자 경쟁률 현황 (천안),,생명공학부(동물생명공학전공),9,12,1.33
충남,사립,백석대학교,정원외 모집 학생부 교과 기초생활수급자 및 차상위계층,,경찰학부,9,12,1.33
충남,사립,순천향대학교,[정원내] 학생부종합(일반학생전형),글로벌경영대학,글로벌문화산업학과,9,12,1.33
경기,사립,강남대학교,[정원외]학생부교과(기초차상위전형),인문사회계,법행정세무학부,6,8,1.33
경기,사립,대진대학교,학생부교과(학생부우수자전형) - 교과70% + 면접30%,인문사회대학,행정정보학과,6,8,1.33
경기,사립,대진대학교,학생부교과(학교장추천전형) - 교과100%,인문사회대학,행정정보학과,6,8,1.33
경기,사립,명지대학교(용인),학생부교과(학교장추천전형),,화공신소재공학부 / 화학공학전공,6,8,1.33
경기,사립,명지대학교(용인),학생부교과(학교장추천전형),,산업경영공학과,6,8,1.33
경기,사립,명지대학교(용인),학생부종합(명지인재면접전형),,응용통계학전공,6,8,1.33
경기,사립,서울신학대학교,[학생부교과]특성화고교졸업자전형(정원외),,"IT융합학부 / IT융합학부(컴퓨터공학과, AI융합학과)",6,4,1.33
경기,사립,성균관대학교(수원),학생부교과(추천인재),,철학과,6,8,1.33
경기,사립,용인대학교,정원내 교과성적우수자 특별전형,인문사회융합대학,사회복지학과,6,8,1.33
경기,사립,중부대학교(고양),학교생활우수자전형,,특수교육과 / 중등특수교육,6,8,1.33
경기,사립,한국공학대학교,학생부교과(교과우수자),,에너지ㆍ전기공학부 에너지공학전공,6,8,1.33
서울,사립,건국대학교(서울),학생부교과(KU지역균형),사범대학,수학교육과,6,8,1.33
서울,사립,광운대학교,학생부종합【광운참빛인재전형Ⅱ-서류형】,,화학과,6,8,1.33
서울,사립,광운대학교,학생부교과【지역균형 전형】,,국제통상학부,6,8,1.33
서울,사립,명지대학교(서울),학생부교과(학교장추천전형),,화공신소재공학부 / 화학공학전공,6,8,1.33
서울,사립,명지대학교(서울),학생부교과(학교장추천전형),,산업경영공학과,6,8,1.33
서울,사립,명지대학교(서울),학생부종합(명지인재면접전형),,응용통계학전공,6,8,1.33
서울,사립,성균관대학교(서울),학생부교과(추천인재),,철학과,6,8,1.33
서울,사립,세종대학교,학생부종합(세종인재 전형(면접형)),인공지능융합,콘텐츠소프트웨어학과,6,8,1.33
서울,사립,이화여자대학교,학생부종합(미래인재전형-서류형),사범대학,유아교육과,6,8,1.33
서울,국립,한국체육대학교,체육특기자(단체),,체육학과-핸드볼-F.D[여],6,8,1.33
인천,국립,인천대학교,학생부교과(지역균형),도시과학대학,도시환경공학부 건설환경공학전공,6,8,1.33
인천,국립,인천대학교,학생부종합(자기추천),경영대학,데이터과학과,6,8,1.33
대전,국립,국립한밭대학교,지역인재(교과)전형,,화학생명공학과,6,8,1.33
대전,국립,충남대학교,지역인재전형,생활과학대학,식품영양학과*,6,8,1.33
충남,국립,국립공주대학교,학생부교과전형  지역인재전형(정원내),천안공과대학,스마트인프라공학과,6,8,1.33
충남,사립,중부대학교(금산),학교생활우수자전형,,특수교육과 / 중등특수교육,6,8,1.33
충남,사립,한국기술교육대학교,창의인재(서류형),,디자인공학과,6,8,1.33
충남,사립,한국기술교육대학교,지역인재,,경영학부 / 융합경영전공,6,8,1.33
충남,사립,호서대학교,- 정원내 학생부교과 지역인재전형,,"빅데이터AI학부(빅데이터분석트랙, AI응용비즈니스트랙)",6,8,1.33
충북,사립,청주대학교,정원내 지역인재전형 [교과100%],경상대학,"회계학과 / 유지취업률 89.2%(25), 2027년 AI+회계 교과목 신설, 연 10회 전문가 초빙 ESG 교육. AI 활용에 강한 회계전문가 양성",6,8,1.33
충북,국립,충북대학교,학생부종합(학생부종합Ⅰ전형),자연과학대학,정보통계학과,6,8,1.33
충북,국립,충북대학교,학생부교과(학생부교과전형),인문대학,중어중문학과,6,8,1.33
충북,국립,충북대학교,학생부교과(지역인재전형),사회과학대학,사회학과,6,8,1.33
충북,국립,충북대학교,학생부교과(지역인재전형),농업생명환경대학,식물자원학과,6,8,1.33
충북,국립,충북대학교,학생부교과(경제배려대상자전형),창의융합대학,자연과학자율전공계열,6,8,1.33
경기,사립,가천대학교(성남),기회균형 전형,자연계열,금융·빅데이터학부,3,4,1.33
경기,사립,가톨릭대학교(부천),학생부종합(기회균형Ⅰ전형),,바이오메디컬소프트웨어학과,3,4,1.33
경기,사립,가톨릭대학교(부천),논술전형,,식품영양학과,3,4,1.33
경기,사립,경기대학교(수원),학생부교과(농어촌학생전형),,"공공안전학부 / 범죄교정심리학전공, 경찰행정학전공",3,4,1.33
경기,사립,경기대학교(수원),학생부종합(기회균형선발전형),,관광문화콘텐츠학과,3,4,1.33
경기,사립,경희대학교(용인),서울캠퍼스 학생부교과(지역균형전형),자연계열,한약학과,3,4,1.33
경기,사립,경희대학교(용인),국제캠퍼스 학생부교과(지역균형전형),자연계열,응용물리학과,3,4,1.33
경기,사립,단국대학교(죽전),[학생부종합] 기회균형선발 경쟁률 현황 (죽전),,인공지능학과,3,4,1.33
경기,사립,단국대학교(죽전),[학생부종합] 사회적배려대상자 경쟁률 현황 (죽전),,무역학과,3,4,1.33
경기,사립,단국대학교(죽전),[학생부종합] 사회적배려대상자 경쟁률 현황 (죽전),,화학공학과,3,4,1.33
경기,사립,단국대학교(죽전),[학생부종합] 사회적배려대상자 경쟁률 현황 (죽전),,건축학부[건축학전공(5년제)],3,4,1.33
경기,사립,단국대학교(죽전),[논술위주] 논술우수자 경쟁률 현황 (죽전),,건축학부(건축공학전공),3,4,1.33
경기,사립,단국대학교(죽전),[실기/실적위주] 실기우수자 경쟁률 현황 (죽전),,음악학부(관현악전공)-현악(더블베이스),3,4,1.33
경기,사립,단국대학교(죽전),[학생부종합] 교육기회배려자(정원외) 경쟁률 현황 (천안),,의생명과학부(미생물학전공),3,4,1.33
경기,사립,대진대학교,학생부교과(학생부우수자전형) - 교과70% + 면접30%,인문사회대학,역사·문화콘텐츠학과,3,4,1.33
경기,사립,대진대학교,학생부교과(고른기회전형) - 교과100%,인문사회대학,국제통상학과,3,4,1.33
경기,사립,대진대학교,학생부교과(고른기회전형) - 교과100%,AI공과대학,건축공학과 [교직],3,4,1.33
경기,사립,대진대학교,학생부교과(농어촌학생전형-정원외) - 교과100%,예술대학,시각디자인학과 [교직],3,4,1.33
경기,사립,명지대학교(용인),학생부교과(특성화고교전형),,AI응용시스템전공,3,4,1.33
경기,사립,명지대학교(용인),학생부종합(명지인재서류전형),,인공지능전공,3,4,1.33
경기,사립,명지대학교(용인),학생부종합(농어촌학생전형),,경상·통계학부 / 경제학전공,3,4,1.33
경기,사립,성결대학교,[학생부교과] (정원외) 특성화고교졸업자,IT융합공과대학,미디어소프트웨어학과,3,4,1.33
경기,사립,수원대학교,고교추천전형,혁신공과대학,반도체공학과,3,4,1.33
경기,사립,수원대학교,농어촌학생전형,혁신공과대학,화학공학·신소재공학부,3,4,1.33
경기,사립,안양대학교(안양),학생부교과(농어촌학생),,관광경영학과(교직),3,4,1.33
경기,사립,용인대학교,정원외 농어촌학생 특별전형,문화예술대학,예능 / 미디어디자인학과,3,4,1.33
경기,국립,한경국립대학교,학생부종합(잠재력우수자_안성)_정원내,,AI융합대학,3,4,1.33
경기,국립,한경국립대학교,학생부교과(농어촌학생)_정원외,,생명자원과학대학,3,4,1.33
경기,사립,한양대학교(ERICA),학생부종합(고른기회),첨단융합대학,차세대반도체융합공학부(학부 모집),3,4,1.33
경기,사립,협성대학교,정원내 [학생부종합]융합인재Ⅰ(서류),이공대학,보건관리학과,3,4,1.33
서울,사립,가톨릭대학교(서울),학생부종합(기회균형Ⅰ전형),,바이오메디컬소프트웨어학과,3,4,1.33
서울,사립,가톨릭대학교(서울),논술전형,,식품영양학과,3,4,1.33
서울,사립,건국대학교(서울),학생부교과(KU지역균형),융합생명과학대학,동물자원과학과,3,4,1.33
서울,사립,건국대학교(서울),학생부교과(KU지역균형),사범대학,일어교육과,3,4,1.33
서울,사립,경기대학교(서울),학생부교과(농어촌학생전형),,"공공안전학부 / 범죄교정심리학전공, 경찰행정학전공",3,4,1.33
서울,사립,경기대학교(서울),학생부종합(기회균형선발전형),,관광문화콘텐츠학과,3,4,1.33
서울,사립,경희대학교(서울),서울캠퍼스 학생부교과(지역균형전형),자연계열,한약학과,3,4,1.33
서울,사립,경희대학교(서울),국제캠퍼스 학생부교과(지역균형전형),자연계열,응용물리학과,3,4,1.33
서울,사립,광운대학교,학생부종합【광운참빛인재전형Ⅱ-서류형】,,국제학부,3,4,1.33
서울,사립,광운대학교,학생부교과【지역균형 전형】,,국어국문학과,3,4,1.33
서울,사립,명지대학교(서울),학생부교과(특성화고교전형),,AI응용시스템전공,3,4,1.33
서울,사립,명지대학교(서울),학생부종합(명지인재서류전형),,인공지능전공,3,4,1.33
서울,사립,명지대학교(서울),학생부종합(농어촌학생전형),,경상·통계학부 / 경제학전공,3,4,1.33
서울,사립,삼육대학교,재림교회목회자추천전형,,아트앤디자인학과,3,4,1.33
서울,사립,삼육대학교,기회균형Ⅱ전형,,약학과,3,4,1.33
서울,사립,서강대학교,학생부종합(서강가치),,경제학과,3,4,1.33
서울,국립,서울과학기술대학교,기회균형전형(기회균등),기술경영융합대학,산업공학부(산업정보시스템전공)_자연,3,4,1.33
서울,공립,서울시립대학교,고교추천전형,인문대학,국어국문학과,3,4,1.33
서울,공립,서울시립대학교,고교추천전형,도시과학대학,건축학부(건축학전공),3,4,1.33
서울,공립,서울시립대학교,고교추천전형,도시과학대학,조경학과,3,4,1.33
서울,사립,숙명여자대학교,[학생부교과] 지역균형선발전형,문과대학,문헌정보학과,3,4,1.33
서울,사립,숙명여자대학교,[학생부종합] 농어촌학생전형(정원외),영어영문학부,영어영문학전공,3,4,1.33
서울,사립,숭실대학교,학생부교과(교과우수자전형-학교장 추천),,물리학과,3,4,1.33
서울,사립,연세대학교(서울),학생부교과전형 (추천형),생명시스템대학,생화학과,3,4,1.33
서울,사립,이화여자대학교,학생부종합(미래인재전형-면접형),인공지능대학,사이버보안학과,3,4,1.33
서울,사립,이화여자대학교,학생부종합(고른기회전형),사회과학대학,정치외교학과,3,4,1.33
서울,사립,장로회신학대학교,정원내 성경고사성적우수자,,기독교교육과,3,4,1.33
서울,사립,장로회신학대학교,정원내 일반전형,,뉴미디어 작곡,3,4,1.33
서울,사립,총신대학교,정원내 교과우수자,사범계열,영어교육과,3,4,1.33
서울,사립,총신대학교,정원내 대안학교출신자,사범계열,영어교육과,3,4,1.33
서울,사립,추계예술대학교,실기/실적(일반학생전형),공연예술대학1,국악과 / 가야금,3,4,1.33
서울,사립,추계예술대학교,실기/실적(일반학생전형),공연예술대학1,피리,3,4,1.33
서울,국립,한국체육대학교,체육특기자(개인),,체육학과-스키-스노우보드 알파인[남],3,4,1.33
서울,사립,홍익대학교(서울),학교장추천자전형,문과대학,국어국문학과,3,4,1.33
인천,사립,가천대학교(인천),기회균형 전형,자연계열,금융·빅데이터학부,3,4,1.33
인천,사립,안양대학교(강화),학생부교과(농어촌학생),,관광경영학과(교직),3,4,1.33
인천,국립,인천대학교,학생부교과(지역균형),도시과학대학,도시행정학과,3,4,1.33
인천,국립,인천대학교,학생부교과(지역균형),생명과학기술대학,생명공학부 나노바이오공학전공,3,4,1.33
인천,국립,인천대학교,학생부교과(사회통합),공과대학,전자공학부,3,4,1.33
인천,사립,인하대학교,학생부종합 고른기회,공과대학,사회인프라공학과,3,4,1.33
인천,사립,인하대학교,학생부종합 고른기회,경영대학,아태물류학부,3,4,1.33
인천,사립,인하대학교,학생부종합 고른기회,AI융합대학,데이터사이언스학과,3,4,1.33
대전,사립,건양대학교(대전),학생부종합전형,,국방산업경영학부,3,4,1.33
대전,사립,건양대학교(대전),학생부종합전형,,식품생명공학과,3,4,1.33
대전,국립,국립한밭대학교,지역인재(교과)전형,,중국어과,3,4,1.33
대전,사립,대전대학교,고른기회전형 [교과/출석 100%],공과대학,소방방재학과,3,4,1.33
대전,사립,대전대학교,특기자전형,보건의료과학대학,스포츠과학부-정구,3,4,1.33
대전,사립,우송대학교,정원내 학생부 교과 - 자기추천 전형 (교과100% / 12과목 반영),솔브릿지국제경영대학,솔브릿지경영학부,3,4,1.33
대전,사립,우송대학교,정원내 학생부 교과 - 자기추천 전형 (교과100% / 12과목 반영),철도대학,철도자율전공학부,3,4,1.33
대전,사립,우송대학교,정원내 학생부 종합 - 종합서류형 전형 (면접X),외식조리대학,호텔관광학부 / 호텔관광경영전공,3,4,1.33
대전,국립,충남대학교,지역인재전형,사회과학대학,사회복지학과,3,4,1.33
대전,국립,충남대학교,지역인재전형,사범대학,건설공학교육과,3,4,1.33
대전,국립,충남대학교,학생부종합 면접전형,인문대학,한문학과*,3,4,1.33
대전,국립,충남대학교,학생부종합 면접전형,자연과학대학,정보통계학과,3,4,1.33
대전,국립,충남대학교,학생부종합 면접전형,농업생명과학대학,동물바이오시스템과학과*,3,4,1.33
대전,국립,충남대학교,학생부종합 서류전형,자연과학대학,생화학과,3,4,1.33
충남,사립,건양대학교(논산),학생부종합전형,,국방산업경영학부,3,4,1.33
충남,사립,건양대학교(논산),학생부종합전형,,식품생명공학과,3,4,1.33
충남,국립,국립공주대학교,학생부교과전형  지역인재전형(정원내),사범대학,문헌정보교육과,3,4,1.33
충남,국립,국립공주대학교,학생부교과전형  지역인재전형(정원내),사범대학,역사교육과,3,4,1.33
충남,국립,국립공주대학교,실기/실적전형  특기자전형(정원내),자연과학대학,볼링_남,3,4,1.33
충남,국립,국립공주대학교,실기/실적전형  농어촌학생전형(정원외),예술대학,게임디자인학과,3,4,1.33
충남,사립,나사렛대학교,지역인재1(학생부교과),,수어통역교육학과,3,4,1.33
충남,사립,단국대학교(천안),[학생부종합] 기회균형선발 경쟁률 현황 (죽전),,인공지능학과,3,4,1.33
충남,사립,단국대학교(천안),[학생부종합] 사회적배려대상자 경쟁률 현황 (죽전),,무역학과,3,4,1.33
충남,사립,단국대학교(천안),[학생부종합] 사회적배려대상자 경쟁률 현황 (죽전),,화학공학과,3,4,1.33
충남,사립,단국대학교(천안),[학생부종합] 사회적배려대상자 경쟁률 현황 (죽전),,건축학부[건축학전공(5년제)],3,4,1.33
충남,사립,단국대학교(천안),[논술위주] 논술우수자 경쟁률 현황 (죽전),,건축학부(건축공학전공),3,4,1.33
충남,사립,단국대학교(천안),[실기/실적위주] 실기우수자 경쟁률 현황 (죽전),,음악학부(관현악전공)-현악(더블베이스),3,4,1.33
충남,사립,단국대학교(천안),[학생부종합] 교육기회배려자(정원외) 경쟁률 현황 (천안),,의생명과학부(미생물학전공),3,4,1.33
충남,사립,백석대학교,정원내 모집 학생부 교과 + 면접 백석인재,,관광학부 글로벌호텔비즈니스,3,4,1.33
충남,사립,상명대학교(천안),정원내 학생부종합(기회균형전형),,AI반도체공학과,3,4,1.33
충남,사립,순천향대학교,[정원내] 학생부교과(충청형지역인재전형),인문사회과학대학,특수교육과,3,4,1.33
충남,사립,순천향대학교,[정원내] 학생부교과(기회균형전형),AI의료융합혁신교육원,헬스케어서비스스쿨,3,4,1.33
충남,사립,유원대학교(아산),학생부종합,,응급구조학과,3,4,1.33
충남,사립,호서대학교,- 정원내 학생부교과 지역인재전형,,식품영양학과,3,4,1.33
충남,사립,호서대학교,- 정원내 학생부교과 기회균형전형,,전자공학과,3,4,1.33
충남,사립,호서대학교,- 정원내 학생부교과 기회균형전형,,"사회복지학부(사회복지학트랙, 노인복지학트랙)",3,4,1.33
충남,사립,호서대학교,- 정원외 학생부교과 기초생활수급자 및 차상위계층전형,,경찰행정학과,3,4,1.33
충남,사립,호서대학교,- 정원외 학생부교과 기초생활수급자 및 차상위계층전형,,미디어커뮤니케이션학과,3,3,1.33
충북,사립,건국대학교(글로컬),[학생부교과] 지역인재,인문사회융합대학,신문방송학과,3,4,1.33
충북,사립,건국대학교(글로컬),[학생부교과] 특수교육대상자(정원외),인문사회융합대학,문헌정보학과,3,4,1.33
충북,사립,세명대학교,인문계고교전형(정원내),예체능,공연예술학과,3,4,1.33
충북,사립,세명대학교,면접우수자전형(정원내),인문사회,법학과,3,4,1.33
충북,사립,우석대학교(진천),학생부교과_지역인재(기회균형),간호대학,간호학과(전주) [교직],3,4,1.33
충북,사립,유원대학교(영동),학생부종합,,응급구조학과,3,4,1.33
충북,사립,청주대학교,"정원내 교과면접전형 경쟁률 현황 ※ 면접전형 : 교과70%+ 면접30% 단, 항공서비스학과 만 교과60%+ 면접40% 생활기록부 미반영 면접",경상대학,경제금융학과 / 최근 3년 유지취업률 88.8% 달성! 4차 산업혁명과 함께하는 글로벌 경제 금융 인재 양성,3,4,1.33
충북,사립,청주대학교,"정원내 교과면접전형 경쟁률 현황 ※ 면접전형 : 교과70%+ 면접30% 단, 항공서비스학과 만 교과60%+ 면접40% 생활기록부 미반영 면접",보건의료과학대학,"바이오의약학과 / 충북 도내 유일의 교육용 GMP 실습실을 보유한 학과, 앵커(RISE) 사업을 통한 장학금 및 최첨단 실습교육 지원",3,4,1.33
충북,사립,청주대학교,정원내 지역인재전형 [교과100%],경상대학,호텔외식경영학과 / SSCI Tourism & Hospitality 논문 피인용지수 전국 6위의 검증된 교수진. 현장 연계 실무교육으로 글로벌 호텔·외식산업을 선도할 호스피탈리티 전문 인재 양성,3,4,1.33
충북,사립,청주대학교,정원내 지역인재전형 [교과100%],인문사회대학,"경찰행정학과 / 청원경찰서와 연계한 경찰 현장 실습으로 차별화된 현장감 있는 경찰 교육, 전 학년 대상 토익 특강과 전문 경찰 영어 교육을 통해 대한민국을 이끌어갈 정예 경찰관 육성",3,4,1.33
충북,국립,충북대학교,학생부교과(학생부교과전형),사범대학,교육학과,3,4,1.33
충북,국립,충북대학교,학생부교과(지역인재전형),사범대학,역사교육과,3,4,1.33
충남,사립,나사렛대학교,일반학생전형(학생부교과/실기위주),,"AI융합학부(AI빅데이터소프트웨어전공, AI사물인터넷보안전공)",53,71,1.34
대전,사립,목원대학교,실기전형 경쟁률 현황 실기100 [수능최저없음],미술·디자인대학,시각디자인학과,35,47,1.34
경기,사립,강남대학교,[정원내]논술위주(논술전형),인문사회계,상경학부,32,43,1.34
서울,사립,숭실대학교,학생부교과(교과우수자전형-학교장 추천),,지능전자공학부,43,58,1.35
충남,사립,호서대학교,- 정원내 학생부교과 학생부전형,,전자공학과,40,54,1.35
충남,국립,국립공주대학교,학생부종합전형  일반전형(정원내),천안공과대학,신소재공학부,23,31,1.35
경기,사립,안양대학교(안양),학생부교과(아리학생부교과),,사범계_기독교교육과,20,27,1.35
서울,사립,연세대학교(서울),학생부교과전형 (추천형),진리자유학부,진리자유학부(자연),20,27,1.35
인천,사립,안양대학교(강화),학생부교과(아리학생부교과),,사범계_기독교교육과,20,27,1.35
충남,사립,나사렛대학교,일반학생전형(학생부교과/실기위주),,유아특수교육과,20,27,1.35
충북,사립,세명대학교,인문계고교전형(정원내),인문사회,경찰학과,20,27,1.35
대전,사립,우송대학교,정원내 학생부 종합 - 종합면접형 전형,솔브릿지국제경영대학,솔브릿지경영학부,17,23,1.35
충남,사립,나사렛대학교,일반학생전형(학생부교과/실기위주),,경영학과,44,60,1.36
서울,사립,세종대학교,학생부종합(국방AI융합시스템공학 특별전형),공과,국방AI융합시스템공학과(남),28,38,1.36
대전,사립,목원대학교,실기전형 경쟁률 현황 실기100 [수능최저없음],미술·디자인대학,도자디자인학과,25,34,1.36
충남,사립,백석대학교,정원내 모집 학생부 교과 지역인재(일반),,자유전공학부,25,34,1.36
충북,사립,중원대학교,실기위주 (체육우수인재(축구전공)),,스포츠산업학부,25,34,1.36
인천,사립,인천가톨릭대학교(인천/강화),실기우수자,조형예술대학,융합디자인학과 / 기초디자인,22,30,1.36
서울,국립,서울과학기술대학교,학교생활우수자전형,정보통신대학,ICT융합공학과,14,19,1.36
인천,국립,인천대학교,학생부종합(자기추천),자연과학대학,화학과,14,19,1.36
대전,사립,우송대학교,정원내 학생부 교과 - 교과면접 전형 (교과80%+면접20% / 6과목 반영),솔브릿지국제경영대학,솔브릿지경영학부,14,19,1.36
충북,사립,건국대학교(글로컬),[학생부종합] Cogito자기추천,의료생명대학,식품영양학과,14,19,1.36
경기,사립,강남대학교,[정원내]논술위주(논술전형),인문사회계,유아교육과,11,15,1.36
서울,국립,서울과학기술대학교,학교생활우수자전형,에너지바이오대학,안경광학과,11,15,1.36
충남,사립,순천향대학교,[정원내] 학생부종합(일반학생전형),공과대학,에너지환경공학과,11,15,1.36
